feat_idx,feat_name,gain_importance
1463,AC013470.2,0.0
1462,MYH14,0.0
1461,KRT80,0.0
1460,SYTL2,0.0
1459,KLRC4,0.0
1458,JUNB,0.0
1457,MT-CO2,0.0
1455,LIME1,0.0
1454,LINC00926,0.0
1453,AP005057.1,0.0
1452,GCH1,0.0
1451,CCL15,0.0
1450,KLB,0.0
1449,RORA,0.0
1448,CSF3R,0.0
1447,CFAP221,0.0
1446,PAGE5,0.0
1445,AC120193.1,0.0
1444,ENHO,0.0
1443,DUOX2,0.0
1442,FCRLA,0.0
1441,UPB1,0.0
1440,Z82206.1,0.0
1439,CCNA1,0.0
1437,RMRP,0.0
1466,LTA4H,0.0
1468,IL19,0.0
1435,CCDC187,0.0
1469,CLNK,0.0
1496,OCIAD2,0.0
1495,TYROBP,0.0
1494,HIST1H2BC,0.0
1493,XIRP1,0.0
1492,TC2N,0.0
1491,CST3,0.0
1490,HIST1H4B,0.0
1489,DNAAF3,0.0
1488,HIST1H4L,0.0
1487,BCL11A,0.0
1486,AL078604.2,0.0
1485,AL354766.2,0.0
1484,GPR162,0.0
1483,CD38,0.0
1482,ZNF80,0.0
1481,VSIG2,0.0
1480,AC105446.1,0.0
1479,CDH1,0.0
1478,NLRC3,0.0
1477,RPS20,0.0
1476,PLA2G2D,0.0
1475,CFAP46,0.0
1474,CCDC190,0.0
1473,ATP2B1-AS1,0.0
1472,CEL,0.0
1471,PLAUR,0.0
1470,GPNMB,0.0
1436,TNFRSF25,0.0
1434,MYC,0.0
1373,FXYD2,0.0
1402,CLCA2,0.0
1400,TNFAIP8L1,0.0
1399,AC004130.1,0.0
1398,CRLF2,0.0
1397,P2RY13,0.0
1396,SPINT2,0.0
1395,ANXA1,0.0
1394,NDRG2,0.0
1393,C5orf66-AS1,0.0
1392,TRGV3,0.0
1391,HIST2H2AB,0.0
1390,MT-ND3,0.0
1389,BLK,0.0
1388,CD163,0.0
1387,SERPINF1,0.0
1386,CLDN9,0.0
1385,DNAH3,0.0
1384,ZNF556,0.0
1383,OTUD1,0.0
1382,ADAMDEC1,0.0
1381,NTRK1,0.0
1380,MIR3945HG,0.0
1379,HIST1H2BJ,0.0
1378,PITX1,0.0
1377,TNFSF18,0.0
1376,H3F3B,0.0
1256,CREM,0.0
1374,DNAH6,0.0
1401,TMEM176A,0.0
1403,Z93241.1,0.0
1433,C4orf47,0.0
1404,SQSTM1,0.0
1432,ALPL,0.0
1431,IGLC7,0.0
1430,METTL27,0.0
1429,AL078644.2,0.0
1428,SIGLEC6,0.0
1427,HES6,0.0
1426,TNFRSF13C,0.0
1424,HIST3H2A,0.0
1423,BTG2,0.0
1422,AC245014.3,0.0
1421,TAGAP,0.0
1420,CCR4,0.0
1419,S1PR1,0.0
1418,TOGARAM2,0.0
1417,GPR174,0.0
1416,NR4A2,0.0
1415,LINC02076,0.0
1414,AC015819.2,0.0
1413,CD93,0.0
1412,CEBPD,0.0
1411,AC092484.1,0.0
1410,ADAM19,0.0
1409,SHISA8,0.0
1408,NMUR1,0.0
1407,LINC02478,0.0
1406,KLF10,0.0
1405,KLF6,0.0
1257,SYNE1,0.0
1251,IGKV3D-20,0.0
1255,NCR3,0.0
1082,GZMM,0.0
1096,DUSP1,0.0
1095,FBXW10,0.0
1094,S100A6,0.0
1093,HKDC1,0.0
1092,GBP5,0.0
1091,NR1D1,0.0
1090,ADGRG3,0.0
1088,BSND,0.0
1087,MALAT1,0.0
1086,NPTX2,0.0
1085,CLEC10A,0.0
1084,LRRC8A,0.0
1083,ASPRV1,0.0
1081,FCRL3,0.0
1254,MIAT,0.0
1080,IFNA7,0.0
1079,FAP,0.0
1078,HIST1H2BB,0.0
1077,ALOX5AP,0.0
1076,SEPT1,0.0
1075,DNAH11,0.0
1074,SAMD3,0.0
1073,FBP1,0.0
1072,AKAP12,0.0
1071,AL138963.3,0.0
1070,CLEC5A,0.0
1069,ANGPTL4,0.0
1068,PAX3,0.0
1097,FXYD1,0.0
1098,PLTP,0.0
1099,VWA3A,0.0
1100,ANKRD66,0.0
1127,SLC22A31,0.0
1126,AC004832.1,0.0
1125,FOXN4,0.0
1124,BANK1,0.0
1123,CCDC153,0.0
1122,POSTN,0.0
1121,HS3ST1,0.0
1120,ADGRF5,0.0
1119,MT-CO3,0.0
1118,THEMIS,0.0
1117,IGLV3-9,0.0
1116,RAMP1,0.0
1115,LBH,0.0
1114,DKK2,0.0
1113,MGP,0.0
1112,AL157371.2,0.0
1111,CSF3,0.0
1110,ULBP1,0.0
1109,ADH7,0.0
1108,SERPINB9,0.0
1107,MUC12,0.0
1106,CEMIP,0.0
1105,FMO2,0.0
1104,CFAP52,0.0
1103,PALM,0.0
1102,AC123912.2,0.0
1101,C1orf116,0.0
1067,CD6,0.0
1066,PDLIM4,0.0
1065,PSENEN,0.0
1034,IFT57,0.0
1032,SYNE2,0.0
1031,PROM1,0.0
1030,CST6,0.0
1029,AQP4,0.0
1028,CCDC114,0.0
1027,HIST1H2AL,0.0
1026,IFNA17,0.0
1025,SPA17,0.0
1024,CRISP3,0.0
1023,NAMPT,0.0
1022,AC135012.1,0.0
1021,CLDN7,0.0
1020,HIST1H2AM,0.0
1019,ITGA2,0.0
1018,HLA-DRB5,0.0
1017,SCML4,0.0
1016,TMPRSS9,0.0
1015,HIST1H2BF,0.0
1014,JUN,0.0
1013,DUSP5,0.0
1012,SNHG25,0.0
1011,HTRA3,0.0
1010,AC093911.1,0.0
1009,AC103591.3,0.0
1008,CKS2,0.0
1007,CD160,0.0
1006,CCDC173,0.0
1033,ETS1,0.0
1035,SHD,0.0
1064,TRGC2,0.0
1036,CCDC80,0.0
1063,C1orf56,0.0
1062,F13A1,0.0
1061,IGKV3D-11,0.0
1060,GNG2,0.0
1059,WWOX-AS1,0.0
1058,DRC1,0.0
1057,STEAP4,0.0
1056,TRIB3,0.0
1055,NEK5,0.0
1054,TNFRSF9,0.0
1053,CDS1,0.0
1052,CYB5D2,0.0
1051,ARL4C,0.0
1050,VEGFA,0.0
1049,RP1,0.0
1048,TUSC3,0.0
1047,ZBBX,0.0
1046,TNIP3,0.0
1045,CCR6,0.0
1044,AL031429.1,0.0
1043,GREM1,0.0
1042,RPS10,0.0
1041,RIIAD1,0.0
1040,TUBB2B,0.0
1039,TRAT1,0.0
1038,IKZF3,0.0
1037,CCND1,0.0
1128,TRAF3IP3,0.0
1129,ABCA13,0.0
1130,EPCAM,0.0
1224,TMEM45A,0.0
1222,AC015660.2,0.0
1221,ITK,0.0
1220,MGST1,0.0
1219,AC007952.4,0.0
1218,FCGR2B,0.0
1217,CD22,0.0
1216,MAP1A,0.0
1215,MMP8,0.0
1214,PTX3,0.0
1213,A2M,0.0
1212,IER2,0.0
1211,NWD1,0.0
1209,SLA2,0.0
1208,HSD17B13,0.0
1207,HIST1H3I,0.0
1206,IGHV4OR15-8,0.0
1205,TNFAIP3,0.0
1204,SPEF2,0.0
1203,SYT5,0.0
1202,ZBED2,0.0
1201,BEST4,0.0
1200,DNAI2,0.0
1199,TMEM176B,0.0
1198,AL590705.1,0.0
1197,NID1,0.0
1196,FXYD7,0.0
1195,SMIM6,0.0
1223,RPS27,0.0
1225,SPON2,0.0
1193,CTXN1,0.0
1226,CAMK4,0.0
1253,CYSRT1,0.0
1252,FFAR3,0.0
1498,AGRP,0.0
1250,ZAP70,0.0
1249,TNFSF9,0.0
1248,CIR1,0.0
1247,TMPRSS11D,0.0
1246,HLA-DPB1,0.0
1245,IL24,0.0
1244,RPL21,0.0
1243,TCIM,0.0
1242,GPR15,0.0
1241,BTG1,0.0
1240,METRN,0.0
1239,WDR78,0.0
1238,FPR3,0.0
1237,HAS1,0.0
1236,RPL17,0.0
1235,CROCC2,0.0
1234,IL4I1,0.0
1233,AGXT,0.0
1232,PCLAF,0.0
1231,SSTR2,0.0
1230,SPACA9,0.0
1229,CFAP70,0.0
1228,TMEM158,0.0
1227,AC099489.1,0.0
1194,EGR2,0.0
1192,CFAP100,0.0
1131,PRR4,0.0
1161,TSPAN6,0.0
1159,GADD45A,0.0
1158,LTC4S,0.0
1157,TRBV7-7,0.0
1156,DTHD1,0.0
1155,STXBP2,0.0
1154,IL26,0.0
1153,HSPE1,0.0
1152,SLC9A3R2,0.0
1151,RSPH4A,0.0
1150,TXN,0.0
1149,MEOX1,0.0
1148,NUSAP1,0.0
1147,GBP1,0.0
1146,NLRP6,0.0
1145,DHRS9,0.0
1144,FYN,0.0
1143,TMPRSS2,0.0
1142,TEX26,0.0
1141,LUCAT1,0.0
1140,TAGLN,0.0
1139,CD164L2,0.0
1138,MRC1,0.0
1137,DLEC1,0.0
1136,WDR66,0.0
1135,STOML3,0.0
1134,ANKRD22,0.0
1132,WARS,0.0
1160,SYP,0.0
1162,CEP126,0.0
1191,IGHV3-62,0.0
1163,IGLON5,0.0
1190,COL17A1,0.0
1189,LKAAEAR1,0.0
1188,CAMK2N1,0.0
1187,PARD6G-AS1,0.0
1186,MATK,0.0
1185,HLA-DQB1,0.0
1184,SPTBN4,0.0
1183,YIPF4,0.0
1182,EGR3,0.0
1181,ALAS2,0.0
1180,SPIB,0.0
1179,KRTAP3-1,0.0
1178,CX3CR1,0.0
1177,CSF1,0.0
1176,VAMP5,0.0
1175,EFCAB10,0.0
1174,SPAG16,0.0
1173,PTGDR,0.0
1172,NEAT1,0.0
1171,AC019349.1,0.0
1170,COL7A1,0.0
1169,MT1B,0.0
1168,IL12A,0.0
1167,SDC2,0.0
1166,VWA3B,0.0
1165,TRBV7-4,0.0
1164,ANKRD37,0.0
1497,FNIP2,0.0
1504,PLAT,0.0
1499,AC084033.3,0.0
1829,AL139246.3,0.0
1842,AC093010.2,0.0
1841,H2AFX,0.0
1840,EPHA2,0.0
1839,PLXDC1,0.0
1838,AC242022.1,0.0
1837,PMP22,0.0
1836,PDE4D,0.0
1835,AMH,0.0
1834,MEF2C,0.0
1833,AL358075.2,0.0
1832,SDC1,0.0
1831,CITED2,0.0
1830,ZBP1,0.0
1828,STAT4,0.0
1500,NXPH4,0.0
1827,AC012236.1,0.0
1825,SLC7A5,0.0
1824,RPL36A,0.0
1823,NEK10,0.0
1822,ENAH,0.0
1821,CCDC181,0.0
1820,IGHV1-58,0.0
1819,CAV2,0.0
1818,APOBEC3H,0.0
1817,TNFSF13,0.0
1816,IGKV3-7,0.0
1815,ATG9B,0.0
1814,CLUAP1,0.0
1843,PLVAP,0.0
1844,AC091808.1,0.0
1845,GJA1,0.0
1846,AP003354.2,0.0
1873,TACC2,0.0
1872,OSBPL6,0.0
1871,PDE4B,0.0
1870,HIF1A,0.0
1869,ATP6V1B1,0.0
1868,IGKV1OR2-108,0.0
1867,OXTR,0.0
1866,GBP4,0.0
1865,PRR15,0.0
1864,PASK,0.0
1863,AP005271.1,0.0
1862,ZP3,0.0
1861,RAB36,0.0
1860,AC064805.1,0.0
1859,SIGLEC14,0.0
1858,PPP1R42,0.0
1857,TRIM58,0.0
1856,CFAP298,0.0
1855,TGFBI,0.0
1854,SMIM5,0.0
1853,LINC01268,0.0
1852,LRRC71,0.0
1851,C7orf57,0.0
1850,C12orf74,0.0
1849,RFX8,0.0
1848,HELB,0.0
1847,C17orf97,0.0
1813,BCL2,0.0
1812,FCRL6,0.0
1811,PLK1,0.0
1780,SYTL3,0.0
1778,SLC14A1,0.0
1777,AL158071.3,0.0
1776,GNG11,0.0
1775,RASAL3,0.0
1774,JUP,0.0
1773,CALCRL,0.0
1772,ABLIM1,0.0
1771,TNFSF4,0.0
1770,TESPA1,0.0
1769,HPCAL4,0.0
1768,FAM174A,0.0
1767,MAOB,0.0
1766,IRF8,0.0
1765,GCSAM,0.0
1764,LRP11,0.0
1763,LILRB2,0.0
1762,LRTOMT,0.0
1761,SLCO5A1,0.0
1760,AC008079.2,0.0
1759,HIST1H3H,0.0
1758,LINC02084,0.0
1757,F2R,0.0
1756,FGF14,0.0
1755,MT-CO1,0.0
1754,AC009303.2,0.0
1753,ENDOG,0.0
1752,PHGDH,0.0
1779,NEDD9,0.0
1781,LRRN3,0.0
1810,TNC,0.0
1782,TMC4,0.0
1809,NELL2,0.0
1808,CNN3,0.0
1807,CYP24A1,0.0
1806,SUSD2,0.0
1805,WDR34,0.0
1804,CCDC30,0.0
1803,SCIN,0.0
1802,CLIC6,0.0
1801,PPP2R2B,0.0
1800,LINC02541,0.0
1799,HIST2H2BE,0.0
1798,HCAR1,0.0
1797,LPL,0.0
1796,DNAH2,0.0
1795,FAM126B,0.0
1794,LINC00342,0.0
1793,PRMT5-AS1,0.0
1792,AC006369.1,0.0
1791,AC090970.2,0.0
1790,ZCCHC18,0.0
1789,ACY3,0.0
1788,NPHP1,0.0
1787,CCL23,0.0
1786,RND1,0.0
1785,MAP3K19,0.0
1784,TCF4,0.0
1783,SLC12A8,0.0
1874,INSL3,0.0
1875,CSF2RB,0.0
1876,MTRNR2L10,0.0
1968,SYTL1,0.0
1966,IFNL3,0.0
1965,MMP25,0.0
1964,C15orf53,0.0
1963,PBXIP1,0.0
1962,PFKFB3,0.0
1961,CREB3L1,0.0
1960,AL136131.3,0.0
1959,AGT,0.0
1958,SLC2A5,0.0
1957,AC023355.1,0.0
1956,CD320,0.0
1955,AC092535.4,0.0
1954,PLD3,0.0
1953,OLFML3,0.0
1952,HSPB9,0.0
1951,CFP,0.0
1950,VSIG1,0.0
1949,CCDC74B,0.0
1948,LMNA,0.0
1947,ZNF831,0.0
1946,ARNT2,0.0
1945,SPHK1,0.0
1944,BHLHE40-AS1,0.0
1943,CLEC4D,0.0
1942,EFHB,0.0
1941,FAM84A,0.0
1940,PTP4A3,0.0
1967,CFAP77,0.0
1969,RGS22,0.0
1938,VCAM1,0.0
1970,AC020659.1,0.0
1997,KIR3DX1,0.0
1996,AL138781.1,0.0
1995,CLLU1OS,0.0
1994,RNASE6,0.0
1993,MAATS1,0.0
1992,GPR42,0.0
1991,TMPRSS11A,0.0
1990,AC091271.1,0.0
1989,AL121748.1,0.0
1988,AC078864.2,0.0
1987,SLFN12L,0.0
1986,FAM102A,0.0
1985,HSPA2,0.0
1984,ANKS1B,0.0
1983,LINC01934,0.0
1982,IL18R1,0.0
1981,MAP9,0.0
1980,VIM,0.0
1979,FCER2,0.0
1978,AC243960.1,0.0
1977,ARID5B,0.0
1976,SV2A,0.0
1975,SPATA17,0.0
1974,STARD10,0.0
1973,EPHX1,0.0
1972,C1orf61,0.0
1971,AL356417.1,0.0
1939,SERPINE2,0.0
1937,C1orf54,0.0
1877,IQCG,0.0
1906,COL22A1,0.0
1904,NOS2,0.0
1903,MAFF,0.0
1902,RPL27A,0.0
1901,CPNE7,0.0
1900,NFKBIZ,0.0
1899,NSG1,0.0
1898,LIM2,0.0
1897,ANPEP,0.0
1896,IPCEF1,0.0
1895,TRH,0.0
1894,CFAP47,0.0
1893,AC109446.3,0.0
1892,FOSL1,0.0
1891,AP005482.1,0.0
1890,IRF1,0.0
1889,AC092803.2,0.0
1888,CCR8,0.0
1887,AC106881.1,0.0
1886,PLK2,0.0
1885,HMGB3,0.0
1884,CD48,0.0
1883,RFLNB,0.0
1882,CD79B,0.0
1881,ADGRF4,0.0
1880,IGFL1,0.0
1879,PCSK1N,0.0
1878,SCNN1B,0.0
1905,IFT27,0.0
1907,CXCR2,0.0
1936,HMMR,0.0
1908,KREMEN2,0.0
1935,AC026726.1,0.0
1934,TMEM232,0.0
1933,ATP6V0C,0.0
1932,CACNA2D3,0.0
1931,CCNB1,0.0
1930,ST6GALNAC1,0.0
1929,AZGP1,0.0
1928,VSIG4,0.0
1927,PGLYRP2,0.0
1926,TK1,0.0
1925,PRR5,0.0
1924,AL133415.1,0.0
1923,SOX8,0.0
1922,PDPN,0.0
1921,CCDC141,0.0
1920,LURAP1L,0.0
1919,LINC02273,0.0
1918,WNT11,0.0
1917,VGF,0.0
1916,CCNA2,0.0
1915,ANKUB1,0.0
1914,OLFML2B,0.0
1913,PLPP3,0.0
1912,CYTIP,0.0
1911,IL3,0.0
1910,BACE2,0.0
1909,TJP3,0.0
1751,ODF2L,0.0
1750,NAP1L2,0.0
1749,DKK3,0.0
1591,AC099062.1,0.0
1589,SLC5A3,0.0
1588,CCR1,0.0
1587,RGL1,0.0
1586,AC010542.4,0.0
1585,ALDH2,0.0
1584,KLF4,0.0
1583,AC005392.2,0.0
1582,TSC22D3,0.0
1581,SLC38A1,0.0
1580,SELENBP1,0.0
1579,TCHH,0.0
1578,LINC02009,0.0
1577,CDH5,0.0
1576,BIK,0.0
1575,CISH,0.0
1574,ICAM1,0.0
1573,TNFRSF17,0.0
1572,KLRG1,0.0
1571,DSP,0.0
1570,PRSS21,0.0
1569,CFAP65,0.0
1568,CLCF1,0.0
1567,AC009630.2,0.0
1566,LAT,0.0
1565,IGFBP4,0.0
1564,LRRC10B,0.0
1563,CD200,0.0
1590,CCDC40,0.0
1592,TLR10,0.0
1561,AFAP1,0.0
1593,LRRC74B,0.0
1620,PCDH9,0.0
1619,AC026310.2,0.0
1618,LIPA,0.0
1617,FAM129B,0.0
1616,EPHB1,0.0
1615,IQCD,0.0
1614,AL627422.2,0.0
1613,CHN1,0.0
1612,LINC00664,0.0
1611,LINC01571,0.0
1610,SIGLEC10,0.0
1609,PPP4R1-AS1,0.0
1608,ID2,0.0
1607,CCDC65,0.0
1606,S100A10,0.0
1605,AL356356.1,0.0
1604,XIST,0.0
1603,MX1,0.0
1602,CFD,0.0
1601,AC008703.1,0.0
1600,RUNX3,0.0
1599,CABCOCO1,0.0
1598,LAMC2,0.0
1597,TPX2,0.0
1596,DOK7,0.0
1595,LINC01827,0.0
1594,PDCD1,0.0
1562,ZDHHC1,0.0
1560,AC005280.2,0.0
1622,TNFRSF13B,0.0
1529,IGHGP,0.0
1527,NFATC2,0.0
1526,ZFP36L2,0.0
1525,SNAI1,0.0
1524,TTLL10,0.0
1523,SNHG12,0.0
1522,MS4A6A,0.0
1521,AC084871.2,0.0
1520,TRGC1,0.0
1519,PIH1D3,0.0
1518,PPIAL4G,0.0
1517,STK33,0.0
1516,TIMP4,0.0
1515,GJB2,0.0
1514,HS3ST2,0.0
1513,AC005837.1,0.0
1512,SEMA6B,0.0
1511,AC015849.1,0.0
1510,CXCR5,0.0
1509,AC026369.3,0.0
1508,NEXN,0.0
1507,LINC02555,0.0
1506,OTOF,0.0
1505,RAB25,0.0
1004,HIST1H2BM,0.0
1503,RAC2,0.0
1502,GADD45G,0.0
1501,HEPACAM2,0.0
1528,LINC00520,0.0
1530,DEUP1,0.0
1559,ACAP1,0.0
1531,AC136475.9,0.0
1558,STK17A,0.0
1557,SCUBE1,0.0
1556,PDK4,0.0
1555,IRX3,0.0
1554,WIF1,0.0
1553,TSPYL2,0.0
1552,PTPRE,0.0
1551,MYBL1,0.0
1550,FLT3LG,0.0
1549,DNAJB13,0.0
1548,TSHZ2,0.0
1547,KCNE5,0.0
1546,IGLV5-48,0.0
1545,DPP4,0.0
1544,AP000919.3,0.0
1543,TUBA4A,0.0
1542,UBXN10,0.0
1541,RIPOR2,0.0
1540,BIRC5,0.0
1539,IGHV3-71,0.0
1538,ACSL1,0.0
1537,AC114760.2,0.0
1536,TMPRSS4,0.0
1535,RTKN2,0.0
1534,AC020571.1,0.0
1533,PTPRF,0.0
1532,SOCS2,0.0
1621,MSX1,0.0
1623,AC058791.1,0.0
1748,CYP4F22,0.0
1718,LAD1,0.0
1714,HIST1H2BI,0.0
1713,AC007032.1,0.0
1712,MIR4435-2HG,0.0
1711,TSC22D1,0.0
1710,ETS2,0.0
1709,LMOD3,0.0
1708,LINC00944,0.0
1707,AL355312.4,0.0
1706,SERPINB13,0.0
1704,C7orf61,0.0
1703,SIRPG,0.0
1702,PIK3R3,0.0
1701,BBC3,0.0
1700,LRRC26,0.0
1699,RARRES3,0.0
1698,SPON1,0.0
1697,TSLP,0.0
1696,TVP23A,0.0
1695,P2RY8,0.0
1694,TLR2,0.0
1693,HERC5,0.0
1692,TNFSF13B,0.0
1691,TRGV5,0.0
1690,PTGER2,0.0
1689,AL136962.1,0.0
1688,MT-ND6,0.0
1687,SGTB,0.0
1717,LSR,0.0
1719,IFNL2,0.0
1685,CYTOR,0.0
1720,AC002456.1,0.0
1747,CBLB,0.0
1746,RIBC1,0.0
1745,HOXA9,0.0
1744,CD226,0.0
1743,MISP,0.0
1742,RFX3,0.0
1741,PHKG1,0.0
1740,MUC15,0.0
1739,CACNA1G,0.0
1738,PACSIN1,0.0
1737,SMIM24,0.0
1736,ADGRB1,0.0
1735,C12orf42,0.0
1734,AC017002.3,0.0
1733,NCAM1,0.0
1732,AC105227.1,0.0
1731,CEACAM3,0.0
1730,ATP1B2,0.0
1729,SEC11C,0.0
1728,RNF39,0.0
1727,TTC25,0.0
1726,NCR1,0.0
1725,IL18RAP,0.0
1724,AC089983.1,0.0
1723,PRSS2,0.0
1722,RHEX,0.0
1721,SMC4,0.0
1686,BATF,0.0
1684,TIFA,0.0
1624,RCAN1,0.0
1653,SLC27A2,0.0
1651,CDKN1A,0.0
1650,DZIP3,0.0
1649,CCR2,0.0
1648,IGKV1-13,0.0
1647,DNAJB4,0.0
1646,PGC,0.0
1645,AEBP1,0.0
1644,AL121899.1,0.0
1643,PRSS3,0.0
1642,CDKN1C,0.0
1641,FAM184B,0.0
1640,STMND1,0.0
1639,MARCH10,0.0
1638,ELANE,0.0
1637,KIF5C,0.0
1636,SLC35F3,0.0
1635,MTRNR2L13,0.0
1634,TBX21,0.0
1633,ATP5IF1,0.0
1632,IGFL2,0.0
1631,AC135782.1,0.0
1630,IFT172,0.0
1629,RPL13A,0.0
1628,EMB,0.0
1627,CD19,0.0
1626,ICOS,0.0
1625,TIMD4,0.0
1652,CTSD,0.0
1654,NLRP3,0.0
1683,ZBTB20-AS2,0.0
1655,MT-ATP6,0.0
1682,HSPA1L,0.0
1681,H1FX,0.0
1680,SAMSN1,0.0
1679,ABCB1,0.0
1678,PLCG2,0.0
1677,AC136475.3,0.0
1676,SPTBN1,0.0
1675,C11orf16,0.0
1674,HLA-DPA1,0.0
1673,DEPP1,0.0
1672,GCNT3,0.0
1671,DUSP14,0.0
1670,MYBL2,0.0
1669,KCNN1,0.0
1668,KIAA1551,0.0
1667,GATA3,0.0
1666,PDLIM3,0.0
1665,FAM227A,0.0
1664,FOLR1,0.0
1663,RASGRP1,0.0
1662,CYP2A6,0.0
1661,DMGDH,0.0
1660,TNFSF8,0.0
1659,GSN,0.0
1658,PTPN7,0.0
1657,CSTB,0.0
1656,TXK,0.0
1005,HIST1H3J,0.0
999,S100A1,0.0
1003,SERPINB5,0.0
332,MT1F,0.0
345,CXCL2,0.0
344,CXCL14,0.0
343,CHIT1,0.0
342,ALDH1A3,0.0
341,SOX4,0.0
340,KRT15,0.0
339,IGHV1-2,0.0
338,FN1,0.0
337,KRT16,0.0
336,CTSL,0.0
335,TRAV12-1,0.0
334,IGKV1-27,0.0
333,S100A16,0.0
331,IGHV3-53,0.0
254,MMP7,0.0
330,RARRES1,0.0
329,CD2,0.0
328,CCL19,0.0
327,CD8B,0.0
326,LGALS7B,0.0
325,TRAV1-2,0.0
324,IGHV4-31,0.0
323,CCL24,0.0
322,DYNLRB2,0.0
321,IGLV3-1,0.0
320,CYP4B1,0.0
319,TRBV14,0.0
318,MMP9,0.0
346,RRAD,0.0
347,SMIM22,0.0
348,PSCA,0.0
349,IGHV3-66,0.0
376,MUC1,0.0
375,C19orf33,0.0
374,IGLV4-69,0.0
373,IGHV1-46,0.0
372,TRGV2,0.0
371,MORN2,0.0
370,CST7,0.0
369,TSPAN19,0.0
368,TRAV25,0.0
367,CCDC78,0.0
366,TRAV8-1,0.0
365,DUSP2,0.0
364,SAT1,0.0
363,MUC21,0.0
362,CD3E,0.0
361,HOPX,0.0
360,TRAV8-2,0.0
359,IGLV2-5,0.0
358,TRAV9-2,0.0
357,TRAV41,0.0
356,CFAP157,0.0
355,RHCG,0.0
354,GATA2,0.0
353,TIMP1,0.0
352,LGALS7,0.0
351,NUPR1,0.0
350,IGFBP7,0.0
317,IGHV3-43,0.0
316,TRAV13-2,0.0
315,MUC4,0.0
284,SFTPC,0.0
282,GZMK,0.0
